Subject,ckOrder,ckCode,ckAlignCode,StrandCode,Strand/Domain,Category/Cluster,CCSS Standard,,,GRADE,STRAND,#,letter,merged for check against ckCode,PARSED CODES are grouped here - these have been checked against column C and all miskeys should be corrected as of 4/9/12
ELA,698,8.W.2.b,8W.2.b,W8.2.b,Writing,Text Types and Purposes,"Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples.",,,8,W,2,b,8.W.2.b,
ELA,699,8.W.2.c,8W.2.c,W8.2.c,Writing,Text Types and Purposes,Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.,,,8,W,2,c,8.W.2.c,
ELA,700,8.W.2.d,8W.2.d,W8.2.d,Writing,Text Types and Purposes,Use precise language and domain-specific vocabulary to inform about or explain the topic.,,,8,W,2,d,8.W.2.d,
ELA,701,8.W.2.e,8W.2.e,W8.2.e,Writing,Text Types and Purposes,Establish and maintain a formal style.,,,8,W,2,e,8.W.2.e,
ELA,702,8.W.2.f,8W.2.f,W8.2.f,Writing,Text Types and Purposes,Provide a concluding statement or section that follows from and supports the information or explanation presented.,,,8,W,2,f,8.W.2.f,
ELA,703,8.W.3,8W.3,W8.3,Writing,Text Types and Purposes,"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences.",,,8,W,3,,8.W.3,
ELA,704,8.W.3.a,8W.3.a,W8.3.a,Writing,Text Types and Purposes,Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.,,,8,W,3,a,8.W.3.a,
ELA,705,8.W.3.b,8W.3.b,W8.3.b,Writing,Text Types and Purposes,"Use narrative techniques, such as dialogue, pacing, description, and reflection, to develop experiences, events, and/or characters.",,,8,W,3,b,8.W.3.b,
ELA,706,8.W.3.c,8W.3.c,W8.3.c,Writing,Text Types and Purposes,"Use a variety of transition words, phrases, and clauses to convey sequence, signal shifts from one time frame or setting to another, and show the relationships among experiences and events.",,,8,W,3,c,8.W.3.c,
ELA,707,8.W.3.d,8W.3.d,W8.3.d,Writing,Text Types and Purposes,"Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events.",,,8,W,3,d,8.W.3.d,
ELA,708,8.W.3.e,8W.3.e,W8.3.e,Writing,Text Types and Purposes,Provide a conclusion that follows from and reflects on the narrated experiences or events.,,,8,W,3,e,8.W.3.e,
ELA,709,8.W.4,8W.4,W8.4,Writing,Production and Distribution of Writing,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)",,,8,W,4,,8.W.4,
ELA,710,8.W.5,8W.5,W8.5,Writing,Production and Distribution of Writing,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed.",,,8,W,5,,8.W.5,
ELA,711,8.W.6,8W.6,W8.6,Writing,Production and Distribution of Writing,"Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas efficiently as well as to interact and collaborate with others.",,,8,W,6,,8.W.6,
ELA,712,8.W.7,8W.7,W8.7,Writing,Research to Build and Present Knowledge,"Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration.",,,8,W,7,,8.W.7,
ELA,713,8.W.8,8W.8,W8.8,Writing,Research to Build and Present Knowledge,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",,,8,W,8,,8.W.8,
ELA,714,8.W.9,8W.9,W8.9,Writing,Research to Build and Present Knowledge,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",,,8,W,9,,8.W.9,
ELA,715,8.W.9.a,8W.9.a,W8.9.a,Writing,Research to Build and Present Knowledge,"Apply grade 8 Reading standards to literature (e.g., “Analyze how a modern work of fiction draws on themes, patterns of events, or character types from myths, traditional stories, or religious works such as the Bible, including describing how the material is rendered new”).",,,8,W,9,a,8.W.9.a,
ELA,716,8.W.9.b,8W.9.b,W8.9.b,Writing,Research to Build and Present Knowledge,"Apply grade 8 Reading standards to literary nonfiction (e.g., “Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient; recognize when irrelevant evidence is introduced”).",,,8,W,9,b,8.W.9.b,
ELA,717,8.W.10,8W.10,W8.10,Writing,Range of Writing,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",,,8,W,10,,8.W.10,
ELA,718,8.SL.1,8SL.1,SL8.1,Speaking & Listening,Comprehension and Collaboration,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 8 topics, texts, and issues, building on others’ ideas and expressing their own clearly.",,,8,SL,1,,8.SL.1,
ELA,719,8.SL.1.a,8SL.1.a,SL8.1.a,Speaking & Listening,Comprehension and Collaboration,"Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion.",,,8,SL,1,a,8.SL.1.a,
ELA,720,8.SL.1.b,8SL.1.b,SL8.1.b,Speaking & Listening,Comprehension and Collaboration,"Follow rules for collegial discussions and decision-making, track progress toward specific goals and deadlines, and define individual roles as needed.",,,8,SL,1,b,8.SL.1.b,
ELA,721,8.SL.1.c,8SL.1.c,SL8.1.c,Speaking & Listening,Comprehension and Collaboration,"Pose questions that connect the ideas of several speakers and respond to others’ questions and comments with relevant evidence, observations, and ideas.",,,8,SL,1,c,8.SL.1.c,
ELA,722,8.SL.1.d,8SL.1.d,SL8.1.d,Speaking & Listening,Comprehension and Collaboration,"Acknowledge new information expressed by others, and, when warranted, qualify or justify their own views in light of the evidence presented.",,,8,SL,1,d,8.SL.1.d,
ELA,723,8.SL.2,8SL.2,SL8.2,Speaking & Listening,Comprehension and Collaboration,"Analyze the purpose of information presented in diverse media and formats (e.g., visually, quantitatively, orally) and evaluate the motives (e.g., social, commercial, political) behind its presentation.",,,8,SL,2,,8.SL.2,
ELA,724,8.SL.3,8SL.3,SL8.3,Speaking & Listening,Comprehension and Collaboration,"Delineate a speaker’s argument and specific claims, evaluating the soundness of the reasoning and relevance and sufficiency of the evidence and identifying when irrelevant evidence is introduced.",,,8,SL,3,,8.SL.3,
ELA,725,8.SL.4,8SL.4,SL8.4,Speaking & Listening,Presentation of Knowledge and Ideas,"Present claims and findings, emphasizing salient points in a focused, coherent manner with relevant evidence, sound valid reasoning, and well-chosen details; use appropriate eye contact, adequate volume, and clear pronunciation.",,,8,SL,4,,8.SL.4,
ELA,726,8.SL.5,8SL.5,SL8.5,Speaking & Listening,Presentation of Knowledge and Ideas,"Integrate multimedia and visual displays into presentations to clarify information, strengthen claims and evidence, and add interest.",,,8,SL,5,,8.SL.5,
ELA,727,8.SL.6,8SL.6,SL8.6,Speaking & Listening,Presentation of Knowledge and Ideas,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate.",,,8,SL,6,,8.SL.6,
ELA,728,8.L.1,8L.1,L8.1,Language,Conventions of Standard English,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,,,8,L,1,,8.L.1,
ELA,729,8.L.1.a,8L.1.a,L8.1.a,Language,Conventions of Standard English,"Explain the function of verbals (gerunds, participles, infinitives) in general and their function in particular sentences.",,,8,L,1,a,8.L.1.a,
ELA,730,8.L.1.b,8L.1.b,L8.1.b,Language,Conventions of Standard English,Form and use verbs in the active and passive voice.,,,8,L,1,b,8.L.1.b,
ELA,731,8.L.1.c,8L.1.c,L8.1.c,Language,Conventions of Standard English,"Form and use verbs in the indicative, imperative, interrogative, conditional, and subjunctive mood.",,,8,L,1,c,8.L.1.c,
ELA,732,8.L.1.d,8L.1.d,L8.1.d,Language,Conventions of Standard English,Recognize and correct inappropriate shifts in verb voice and mood.*,,,8,L,1,d,8.L.1.d,
ELA,733,8.L.2,8L.2,L8.2,Language,Conventions of Standard English,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",,,8,L,2,,8.L.2,
ELA,734,8.L.2.a,8L.2.a,L8.2.a,Language,Conventions of Standard English,"Use punctuation (comma, ellipsis, dash) to indicate a pause or breaK",,,8,L,2,a,8.L.2.a,
ELA,735,8.L.2.b,8L.2.b,L8.2.b,Language,Conventions of Standard English,Use an ellipsis to indicate an omission.,,,8,L,2,b,8.L.2.b,
ELA,736,8.L.2.c,8L.2.c,L8.2.c,Language,Conventions of Standard English,Spell correctly.,,,8,L,2,c,8.L.2.c,
ELA,737,8.L.3,8L.3,L8.3,Language,Knowledge of Language,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",,,8,L,3,,8.L.3,
ELA,738,8.L.3.a,8L.3.a,L8.3.a,Language,Knowledge of Language,"Use verbs in the active and passive voice and in the conditional and subjunctive mood to achieve particular effects (e.g., emphasizing the actor or the action; expressing uncertainty or describing a state contrary to fact).",,,8,L,3,a,8.L.3.a,
ELA,739,8.L.4,8L.4,L8.4,Language,Vocabulary Acquisition and Use,"Determine or clarify the meaning of unknown and multiple-meaning words or phrases based on grade 8 reading and content, choosing flexibly from a range of strategies.",,,8,L,4,,8.L.4,
ELA,740,8.L.4.a,8L.4.a,L8.4.a,Language,Vocabulary Acquisition and Use,"Use context (e.g., the overall meaning of a sentence or paragraph; a word’s position or function in a sentence) as a clue to the meaning of a word or phrase.",,,8,L,4,a,8.L.4.a,
ELA,741,8.L.4.b,8L.4.b,L8.4.b,Language,Vocabulary Acquisition and Use,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., precede, recede, secede).",,,8,L,4,b,8.L.4.b,
ELA,742,8.L.4.c,8L.4.c,L8.4.c,Language,Vocabulary Acquisition and Use,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech.",,,8,L,4,c,8.L.4.c,
ELA,743,8.L.4.d,8L.4.d,L8.4.d,Language,Vocabulary Acquisition and Use,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).",,,8,L,4,d,8.L.4.d,
ELA,744,8.L.5,8L.5,L8.5,Language,Vocabulary Acquisition and Use,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",,,8,L,5,,8.L.5,
ELA,745,8.L.5.a,8L.5.a,L8.5.a,Language,Vocabulary Acquisition and Use,"Interpret figures of speech (e.g. verbal irony, puns) in context.",,,8,L,5,a,8.L.5.a,
ELA,746,8.L.5.b,8L.5.b,L8.5.b,Language,Vocabulary Acquisition and Use,Use the relationship between particular words to better understand each of the words.,,,8,L,5,b,8.L.5.b,
ELA,747,8.L.5.c,8L.5.c,L8.5.c,Language,Vocabulary Acquisition and Use,"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., bullheaded, willful, firm, persistent, resolute).",,,8,L,5,c,8.L.5.c,
ELA,748,8.L.6,8L.6,L8.6,Language,Vocabulary Acquisition and Use,Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.,,,8,L,6,,8.L.6,
ELA,749,6-8.RH.1,6-8RH.1,RH6-8.1,Reading History/Social Studies,Key Ideas and Details,Cite specific textual evidence to support analysis of primary and secondary sources.,,,6-8,RH,1,,6-8.RH.1,
ELA,750,6-8.RH.2,6-8RH.2,RH6-8.2,Reading History/Social Studies,Key Ideas and Details,Determine the central ideas or information of a primary or secondary source; provide an accurate summary of the source distinct from prior knowledge or opinions.,,,6-8,RH,2,,6-8.RH.2,
ELA,751,6-8.RH.3,6-8RH.3,RH6-8.3,Reading History/Social Studies,Key Ideas and Details,"Identify key steps in a text’s description of a process related to history/social studies (e.g., how a bill becomes law, how interest rates are raised or lowered).",,,6-8,RH,3,,6-8.RH.3,
ELA,752,6-8.RH.4,6-8RH.4,RH6-8.4,Reading History/Social Studies,Craft and Structure,"Determine the meaning of words and phrases as they are used in a text, including vocabulary specific to domains related to history/social studies.",,,6-8,RH,4,,6-8.RH.4,
ELA,753,6-8.RH.5,6-8RH.5,RH6-8.5,Reading History/Social Studies,Craft and Structure,"Describe how a text presents information (e.g., sequentially, comparatively, causally).",,,6-8,RH,5,,6-8.RH.5,
ELA,754,6-8.RH.6,6-8RH.6,RH6-8.6,Reading History/Social Studies,Craft and Structure,"Identify aspects of a text that reveal an author’s point of view or purpose (e.g., loaded language, inclusion or avoidance of particular facts).",,,6-8,RH,6,,6-8.RH.6,
ELA,755,6-8.RH.7,6-8RH.7,RH6-8.7,Reading History/Social Studies,Integration of Knowledge and Ideas,"Integrate visual information (e.g., in charts, graphs, photographs, videos, or maps) with other information in print and digital texts.",,,6-8,RH,7,,6-8.RH.7,
ELA,756,6-8.RH.8,6-8RH.8,RH6-8.8,Reading History/Social Studies,Integration of Knowledge and Ideas,"Distinguish among fact, opinion, and reasoned judgment in a text.",,,6-8,RH,8,,6-8.RH.8,
ELA,757,6-8.RH.9,6-8RH.9,RH6-8.9,Reading History/Social Studies,Integration of Knowledge and Ideas,Analyze the relationship between a primary and secondary source on the same topic.,,,6-8,RH,9,,6-8.RH.9,
ELA,758,6-8.RH.10,6-8RH.10,RH6-8.10,Reading History/Social Studies,Range of Reading and Level of Text Complexity,"By the end of grade 8, read and comprehend history/social studies texts in the grades 6–8 text complexity band independently and proficiently.",,,6-8,RH,10,,6-8.RH.10,
ELA,759,6-8.RST.1,6-8RST.1,RST6-8.1,Reading Science/Technical,Key Ideas and Details,Cite specific textual evidence to support analysis of science and technical texts.,,,6-8,RST,1,,6-8.RST.1,
ELA,760,6-8.RST.2,6-8RST.2,RST6-8.2,Reading Science/Technical,Key Ideas and Details,Determine the central ideas or conclusions of a text; provide an accurate summary of the text distinct from prior knowledge or opinions.,,,6-8,RST,2,,6-8.RST.2,
ELA,761,6-8.RST.3,6-8RST.3,RST6-8.3,Reading Science/Technical,Key Ideas and Details,"Follow precisely a multistep procedure when carrying out experiments, taking measurements, or performing technical tasks.",,,6-8,RST,3,,6-8.RST.3,
ELA,762,6-8.RST.4,6-8RST.4,RST6-8.4,Reading Science/Technical,Craft and Structure,"Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to grades 6–8 texts and topics.",,,6-8,RST,4,,6-8.RST.4,
ELA,763,6-8.RST.5,6-8RST.5,RST6-8.5,Reading Science/Technical,Craft and Structure,"Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to an understanding of the topic.",,,6-8,RST,5,,6-8.RST.5,
ELA,764,6-8.RST.6,6-8RST.6,RST6-8.6,Reading Science/Technical,Craft and Structure,"Analyze the author’s purpose in providing an explanation, describing a procedure, or discussing an experiment in a text.",,,6-8,RST,6,,6-8.RST.6,
ELA,765,6-8.RST.7,6-8RST.7,RST6-8.7,Reading Science/Technical,Integration of Knowledge and Ideas,"Integrate quantitative or technical information expressed in words in a text with a version of that information expressed visually (e.g., in a flowchart, diagram, model, graph, or table).",,,6-8,RST,7,,6-8.RST.7,
ELA,766,6-8.RST.8,6-8RST.8,RST6-8.8,Reading Science/Technical,Integration of Knowledge and Ideas,"Distinguish among facts, reasoned judgment based on research findings, and speculation in a text.",,,6-8,RST,8,,6-8.RST.8,
ELA,767,6-8.RST.9,6-8RST.9,RST6-8.9,Reading Science/Technical,Integration of Knowledge and Ideas,"Compare and contrast the information gained from experiments, simulations, video, or multimedia sources with that gained from reading a text on the same topic.",,,6-8,RST,9,,6-8.RST.9,
ELA,768,6-8.RST.10,6-8RST.10,RST6-8.10,Reading Science/Technical,Range of Reading and Level of Text Complexity,"By the end of grade 8, read and comprehend science/technical texts in the grades 6–8 text complexity band independently and proficiently.",,,6-8,RST,10,,6-8.RST.10,
ELA,769,6-8.WHST.1,6-8WHST.1,WHST6-8.1,Writing HS/S/T,Text Types and Purposes,Write arguments focused on discipline-specific content.,,,6-8,WHST,1,,6-8.WHST.1,
ELA,770,6-8.WHST.1.a,6-8WHST.1.a,WHST6-8.1.a,Writing HS/S/T,Text Types and Purposes,"Introduce claim(s) about a topic or issue, acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically.",,,6-8,WHST,1,a,6-8.WHST.1.a,
ELA,771,6-8.WHST.1.b,6-8WHST.1.b,WHST6-8.1.b,Writing HS/S/T,Text Types and Purposes,"Support claim(s) with logical reasoning and relevant, accurate data and evidence that demonstrate an understanding of the topic or text, using credible sources.",,,6-8,WHST,1,b,6-8.WHST.1.b,
ELA,772,6-8.WHST.1.c,6-8WHST.1.c,WHST6-8.1.c,Writing HS/S/T,Text Types and Purposes,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence.",,,6-8,WHST,1,c,6-8.WHST.1.c,
ELA,773,6-8.WHST.1.d,6-8WHST.1.d,WHST6-8.1.d,Writing HS/S/T,Text Types and Purposes,Establish and maintain a formal style.,,,6-8,WHST,1,d,6-8.WHST.1.d,
ELA,774,6-8.WHST.1.e,6-8WHST.1.e,WHST6-8.1.e,Writing HS/S/T,Text Types and Purposes,Provide a concluding statement or section that follows from and supports the argument presented.,,,6-8,WHST,1,e,6-8.WHST.1.e,
ELA,775,6-8.WHST.2,6-8WHST.2,WHST6-8.2,Writing HS/S/T,Text Types and Purposes,"Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes.",,,6-8,WHST,2,,6-8.WHST.2,
ELA,776,6-8.WHST.2.a,6-8WHST.2.a,WHST6-8.2.a,Writing HS/S/T,Text Types and Purposes,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories as appropriate to achieving purpose; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension.",,,6-8,WHST,2,a,6-8.WHST.2.a,
ELA,777,6-8.WHST.2.b,6-8WHST.2.b,WHST6-8.2.b,Writing HS/S/T,Text Types and Purposes,"Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples.",,,6-8,WHST,2,b,6-8.WHST.2.b,
ELA,778,6-8.WHST.2.c,6-8WHST.2.c,WHST6-8.2.c,Writing HS/S/T,Text Types and Purposes,Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.,,,6-8,WHST,2,c,6-8.WHST.2.c,
ELA,779,6-8.WHST.2.d,6-8WHST.2.d,WHST6-8.2.d,Writing HS/S/T,Text Types and Purposes,Use precise language and domain-specific vocabulary to inform about or explain the topic.,,,6-8,WHST,2,d,6-8.WHST.2.d,
ELA,780,6-8.WHST.2.e,6-8WHST.2.e,WHST6-8.2.e,Writing HS/S/T,Text Types and Purposes,Establish and maintain a formal style and objective tone.,,,6-8,WHST,2,e,6-8.WHST.2.e,
ELA,781,6-8.WHST.2.f,6-8WHST.2.f,WHST6-8.2.f,Writing HS/S/T,Text Types and Purposes,Provide a concluding statement or section that follows from and supports the information or explanation presented.,,,6-8,WHST,2,f,6-8.WHST.2.f,
ELA,782,6-8.WHST.3,6-8WHST.3,WHST6-8.3,Writing HS/S/T,Text Types and Purposes,(Not applicable as a separate requirement),,,6-8,WHST,3,,6-8.WHST.3,
ELA,783,6-8.WHST.4,6-8WHST.4,WHST6-8.4,Writing HS/S/T,Production and Distribution of Writing,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience.",,,6-8,WHST,4,,6-8.WHST.4,
ELA,784,6-8.WHST.5,6-8WHST.5,WHST6-8.5,Writing HS/S/T,Production and Distribution of Writing,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed.",,,6-8,WHST,5,,6-8.WHST.5,
ELA,785,6-8.WHST.6,6-8WHST.6,WHST6-8.6,Writing HS/S/T,Production and Distribution of Writing,"Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas clearly and efficiently.",,,6-8,WHST,6,,6-8.WHST.6,
ELA,786,6-8.WHST.7,6-8WHST.7,WHST6-8.7,Writing HS/S/T,Research to Build and Present Knowledge,"Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration.",,,6-8,WHST,7,,6-8.WHST.7,
ELA,787,6-8.WHST.8,6-8WHST.8,WHST6-8.8,Writing HS/S/T,Research to Build and Present Knowledge,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",,,6-8,WHST,8,,6-8.WHST.8,
ELA,788,6-8.WHST.9,6-8WHST.9,WHST6-8.9,Writing HS/S/T,Research to Build and Present Knowledge,"Draw evidence from informational texts to support analysis reflection, and research.",,,6-8,WHST,9,,6-8.WHST.9,
ELA,789,6-8.WHST.10,6-8WHST.10,WHST6-8.10,Writing HS/S/T,Range of Writing,"Write routinely over extended time frames (time for reflection and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",,,6-8,WHST,10,,6-8.WHST.10,
Math,790,K.CC.1,KCC.1,CCK.1,Counting & Cardinality,Know number names and the count sequence.,Count to 100 by ones and by tens.,,,K,CC,1,,K.CC.1,
Math,791,K.CC.2,KCC.2,CCK.2,Counting & Cardinality,Know number names and the count sequence.,Count forward beginning from a given number within the known sequence (instead of having to begin at 1).,,,K,CC,2,,K.CC.2,
Math,792,K.CC.3,KCC.3,CCK.3,Counting & Cardinality,Know number names and the count sequence.,Write numbers from 0 to 20. Represent a number of objects with a written numeral 0-20 (with 0 representing a count of no objects).,,,K,CC,3,,K.CC.3,
Math,793,K.CC.4,KCC.4,CCK.4,Counting & Cardinality,Count to tell the number of objects.,Understand the relationship between numbers and quantities; connect counting to cardinality.,,,K,CC,4,,K.CC.4,
Math,794,K.CC.4.a,KCC.4.a,CCK.4.a,Counting & Cardinality,Count to tell the number of objects.,"When counting objects, say the number names in the standard order, pairing each object with one and only one number name and each number name with one and only one object.",,,K,CC,4,a,K.CC.4.a,
Math,795,K.CC.4.b,KCC.4.b,CCK.4.b,Counting & Cardinality,Count to tell the number of objects.,Understand that the last number name said tells the number of objects counted. The number of objects is the same regardless of their arrangement or the order in which they were counted.,,,K,CC,4,b,K.CC.4.b,
Math,796,K.CC.4.c,KCC.4.c,CCK.4.c,Counting & Cardinality,Count to tell the number of objects.,Understand that each successive number name refers to a quantity that is one larger.,,,K,CC,4,c,K.CC.4.c,
Math,797,K.CC.5,KCC.5,CCK.5,Counting & Cardinality,Count to tell the number of objects.,"Count to answer “how many?” questions about as many as 20 things arranged in a line, a rectangular array, or a circle, or as many as 10 things in a scattered configuration; given a number from 1-20, count out that many objects.",,,K,CC,5,,K.CC.5,
Math,798,K.CC.6,KCC.6,CCK.6,Counting & Cardinality,Compare numbers.,"Identify whether the number of objects in one group is greater than, less than, or equal to the number of objects in another group, e.g., by using matching and counting strategies.  (Include groups with up to ten objects.)",,,K,CC,6,,K.CC.6,
Math,799,K.CC.7,KCC.7,CCK.7,Counting & Cardinality,Compare numbers.,Compare two numbers between 1 and 10 presented as written numerals.,,,K,CC,7,,K.CC.7,
Math,800,K.OA.1,KOA.1,OAK.1,Operations & Algebraic Thinking,"Understand addition as putting together and adding to, and understand subtraction as taking apart and taking from.","Represent addition and subtraction with objects, fingers, mental images, drawings (drawings need not show details, but should show the mathematics in the problem),  sounds (e.g., claps), acting out situations, verbal explanations, expressions, or equations.",,,K,OA,1,,K.OA.1,
Math,801,K.OA.2,KOA.2,OAK.2,Operations & Algebraic Thinking,"Understand addition as putting together and adding to, and understand subtraction as taking apart and taking from.","Solve addition and subtraction word problems, and add and subtract within 10, e.g., by using objects or drawings to represent the problem.",,,K,OA,2,,K.OA.2,
Math,802,K.OA.3,KOA.3,OAK.3,Operations & Algebraic Thinking,"Understand addition as putting together and adding to, and understand subtraction as taking apart and taking from.","Understand addition as putting together and adding to, and understand subtraction as taking apart and taking from. Decompose numbers less than or equal to 10 into pairs in more than one way, e.g., by using objects or drawings, and record each decomposition by a drawing or equation (e.g., 5 = 2 + 3 and 5 = 4 + 1).",,,K,OA,3,,K.OA.3,
Math,803,K.OA.4,KOA.4,OAK.4,Operations & Algebraic Thinking,"Understand addition as putting together and adding to, and understand subtraction as taking apart and taking from.","For any number from 1 to 9, find the number that makes 10 when added to the given number, e.g., by using objects or drawings, and record the answer with a drawing or equation.",,,K,OA,4,,K.OA.4,
Math,804,K.OA.5,KOA.5,OAK.5,Operations & Algebraic Thinking,"Understand addition as putting together and adding to, and understand subtraction as taking apart and taking from.",Fluently add and subtract within 5.,,,K,OA,5,,K.OA.5,
Math,805,K.NBT.1,KNBT.1,NBTK.1,Numbers & Operations to the Base Ten,Work with numbers 11–19 to gain foundations for place value.,"Compose and decompose numbers from 11 to 19 into ten ones and some further ones, e.g., by using objects or drawings, and record each composition or decomposition by a drawing or equation (such as 18 = 10 + 8); understand that these numbers are composed of ten ones and one, two, three, four, five, six, seven, eight, or nine ones.",,,K,NBT,1,,K.NBT.1,
Math,806,K.MD.1,KMD.1,MDK.1,Measurement & Data,Describe and compare measurable attributes.,"Describe measurable attributes of objects, such as length or weight. Describe several measurable attributes of a single object.",,,K,MD,1,,K.MD.1,
Math,807,K.MD.2,KMD.2,MDK.2,Measurement & Data,Describe and compare measurable attributes.,"Directly compare two objects with a measurable attribute in common, to see which object has “more of”/“less of” the attribute, and describe the difference. For example, directly compare the heights of two children and describe one child as taller/shorter.",,,K,MD,2,,K.MD.2,
Math,808,K.MD.3,KMD.3,MDK.3,Measurement & Data,Classify objects and count the number of objects in each category.,Classify objects into given categories; count the numbers of objects in each category and sort the categories by count. (Limit category counts to be less than or equal to 10.),,,K,MD,3,,K.MD.3,
Math,809,K.G.1,KG.1,GK.1,Geometry,"Identify and describe shapes (squares, circles, triangles, rectangles, hexagons, cubes, cones, cylinders, and spheres).","Describe objects in the environment using names of shapes, and describe the relative positions of these objects using terms such as above, below, beside, in front of, behind, and next to.",,,K,G,1,,K.G.1,
Math,810,K.G.2,KG.2,GK.2,Geometry,"Identify and describe shapes (squares, circles, triangles, rectangles, hexagons, cubes, cones, cylinders, and spheres).",Correctly name shapes regardless of their orientations or overall size.,,,K,G,2,,K.G.2,
Math,811,K.G.3,KG.3,GK.3,Geometry,"Identify and describe shapes (squares, circles, triangles, rectangles, hexagons, cubes, cones, cylinders, and spheres).","Identify shapes as two-dimensional (lying in a plane, “flat”) or three-dimensional (“solid”).",,,K,G,3,,K.G.3,
Math,812,K.G.4,KG.4,GK.4,Geometry,"Analyze, compare, create, and compose shapes.","Analyze and compare two- and three-dimensional shapes, in different sizes and orientations, using informal language to describe their similarities, differences, parts (e.g., number of sides and vertices/“corners”) and other attributes (e.g., having sides of equal length).",,,K,G,4,,K.G.4,
Math,813,K.G.5,KG.5,GK.5,Geometry,"Analyze, compare, create, and compose shapes.","Model shapes in the world by building shapes from components (e.g., sticks and clay balls) and drawing shapes.",,,K,G,5,,K.G.5,
Math,814,K.G.6,KG.6,GK.6,Geometry,"Analyze, compare, create, and compose shapes.","Compose simple shapes to form larger shapes. For example, ""can you join these two triangles with full sides touching to make a rectangle?”",,,K,G,6,,K.G.6,
Math,815,1.OA.1,1OA.1,OA1.1,Operations & Algebraic Thinking,Represent and solve problems involving addition and subtraction.,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",,,1,OA,1,,1.OA.1,
